locus_tag	ftype	length_bp	gene	EC_number	COG	product
CGBLDEDM_04361	CDS	1185	pobA	1.14.13.2	COG0654	p-hydroxybenzoate hydroxylase
CGBLDEDM_04362	CDS	777	yjjP		COG2966	Inner membrane protein YjjP
CGBLDEDM_04363	CDS	474				hypothetical protein
CGBLDEDM_04364	CDS	540	dnaT			Primosomal protein 1
CGBLDEDM_04365	CDS	744	dnaC		COG1484	DNA replication protein DnaC
CGBLDEDM_04366	CDS	492				hypothetical protein
CGBLDEDM_04367	CDS	2292	mdoB	2.7.8.20		Phosphoglycerol transferase I
CGBLDEDM_04368	CDS	939				ISNCY family transposase ISRor2
CGBLDEDM_04369	CDS	1011	frlB_2	3.5.-.-	COG2222	Fructosamine deglycase FrlB
CGBLDEDM_04370	CDS	1062	glmS_1	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
CGBLDEDM_04371	CDS	852	manZ_3		COG3716	PTS system mannose-specific EIID component
CGBLDEDM_04372	CDS	780	agaC		COG3715	N-acetylgalactosamine permease IIC component 1
CGBLDEDM_04373	CDS	471	sorB_2	2.7.1.206	COG3444	PTS system sorbose-specific EIIB component
CGBLDEDM_04374	CDS	423				hypothetical protein
CGBLDEDM_04375	CDS	2766	norR_4			Anaerobic nitric oxide reductase transcription regulator NorR
CGBLDEDM_04376	CDS	831	mshD	2.3.1.189		Mycothiol acetyltransferase
CGBLDEDM_04377	CDS	534				hypothetical protein
CGBLDEDM_04378	CDS	864	hexR_2		COG1737	HTH-type transcriptional regulator HexR
CGBLDEDM_04379	CDS	600	dgoA_2	4.1.2.21	COG0800	2-dehydro-3-deoxy-6-phosphogalactonate aldolase
CGBLDEDM_04380	CDS	873	dgoK1_2	2.7.1.58	COG3734	putative 2-dehydro-3-deoxygalactonokinase DgoK1
CGBLDEDM_04381	CDS	1488	opuE		COG0591	Osmoregulated proline transporter OpuE
CGBLDEDM_04382	CDS	393	tdcF	3.5.4.-	COG0251	Putative reactive intermediate deaminase TdcF
CGBLDEDM_04383	CDS	1440	dan	3.5.1.81		D-aminoacylase
CGBLDEDM_04384	CDS	1221		4.1.2.42		D-threonine aldolase
CGBLDEDM_04385	CDS	1017	lhpD	1.5.1.21	COG2055	Delta(1)-pyrroline-2-carboxylate/Delta(1)-piperideine-2-carboxylate reductase
CGBLDEDM_04386	CDS	1602	yveA		COG0531	Aspartate-proton symporter
CGBLDEDM_04387	CDS	1605		1.2.1.26		Alpha-ketoglutaric semialdehyde dehydrogenase
CGBLDEDM_04388	CDS	921	dapAL	4.-.-.-		putative DapA-like lyase
CGBLDEDM_04389	CDS	825	rhaS_9			HTH-type transcriptional activator RhaS
CGBLDEDM_04390	CDS	948		5.1.1.8		4-hydroxyproline 2-epimerase
CGBLDEDM_04391	CDS	1110	thiO	1.4.3.19	COG0665	Glycine oxidase
CGBLDEDM_04392	CDS	264	hcnA	1.4.99.5		Hydrogen cyanide synthase subunit HcnA
CGBLDEDM_04393	CDS	1263	hcnB	1.4.99.5		Hydrogen cyanide synthase subunit HcnB
CGBLDEDM_04394	CDS	441	farR			HTH-type transcriptional regulator FarR
CGBLDEDM_04395	CDS	633	hpcE_1		COG0179	Homoprotocatechuate catabolism bifunctional isomerase/decarboxylase
CGBLDEDM_04396	CDS	765	hpcE_2		COG0179	Homoprotocatechuate catabolism bifunctional isomerase/decarboxylase
CGBLDEDM_04397	CDS	1467	betB_3	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
CGBLDEDM_04398	CDS	858	hpcB	1.13.11.15	COG3384	3,4-dihydroxyphenylacetate 2,3-dioxygenase
CGBLDEDM_04399	CDS	381	hpcD	5.3.3.10		5-carboxymethyl-2-hydroxymuconate Delta-isomerase
CGBLDEDM_04400	CDS	804	hpcG	4.2.1.163		2-oxo-hept-4-ene-1,7-dioate hydratase
CGBLDEDM_04401	CDS	798	hpcH	4.1.2.52	COG3836	4-hydroxy-2-oxo-heptane-1,7-dioate aldolase
CGBLDEDM_04402	CDS	1359	ttuB_3			Putative tartrate transporter
CGBLDEDM_04403	CDS	891	rhaR_4			HTH-type transcriptional activator RhaR
CGBLDEDM_04404	CDS	1563	hpaB	1.14.14.9	COG2368	4-hydroxyphenylacetate 3-monooxygenase oxygenase component
CGBLDEDM_04405	CDS	513	hpaC	1.5.1.36	COG1853	4-hydroxyphenylacetate 3-monooxygenase reductase component
CGBLDEDM_04406	CDS	822				hypothetical protein
CGBLDEDM_04407	CDS	624				hypothetical protein
CGBLDEDM_04408	CDS	2151	btsT		COG1966	Pyruvate/proton symporter BtsT
CGBLDEDM_04409	CDS	204				hypothetical protein
CGBLDEDM_04410	CDS	957	yjiA	3.6.-.-	COG0523	P-loop guanosine triphosphatase YjiA
CGBLDEDM_04411	CDS	546				hypothetical protein
CGBLDEDM_04412	CDS	1371	sad_2	1.2.1.16	COG1012	Succinate semialdehyde dehydrogenase [NAD(P)+] Sad
CGBLDEDM_04413	CDS	927				ISNCY family transposase ISRor2
CGBLDEDM_04414	CDS	816	rhaS_10			HTH-type transcriptional activator RhaS
CGBLDEDM_04415	CDS	663	rhtC_2		COG1280	Threonine efflux protein
CGBLDEDM_04416	CDS	1293				hypothetical protein
CGBLDEDM_04417	CDS	1242	mdtM_2			Multidrug resistance protein MdtM
CGBLDEDM_04418	CDS	240				hypothetical protein
CGBLDEDM_04419	CDS	1152	fldC	4.2.1.-		(R)-phenyllactyl-CoA dehydratase beta subunit
CGBLDEDM_04420	CDS	768	hadI	3.-.-.-	COG1924	2-hydroxyisocaproyl-CoA dehydratase activator
CGBLDEDM_04421	CDS	255				hypothetical protein
CGBLDEDM_04422	CDS	1065				hypothetical protein
CGBLDEDM_04423	CDS	1068	yibH_3		COG1566	Inner membrane protein YibH
CGBLDEDM_04424	CDS	465	slyA_3			Transcriptional regulator SlyA
CGBLDEDM_04425	CDS	165				hypothetical protein
CGBLDEDM_04426	CDS	1413	norG_2		COG1167	HTH-type transcriptional regulator NorG
CGBLDEDM_04427	CDS	420	fosA	2.5.1.18		Glutathione transferase FosA
CGBLDEDM_04428	CDS	909	syrM1			HTH-type transcriptional regulator SyrM 1
CGBLDEDM_04429	CDS	783	kefG	1.6.5.2		Glutathione-regulated potassium-efflux system ancillary protein KefG
CGBLDEDM_04430	CDS	585	betI_4			HTH-type transcriptional regulator BetI
CGBLDEDM_04431	CDS	804				hypothetical protein
CGBLDEDM_04432	CDS	519				hypothetical protein
CGBLDEDM_04433	CDS	279	pduA_3		COG4577	Propanediol utilization protein PduA
CGBLDEDM_04434	CDS	285	pduA_4		COG4577	Propanediol utilization protein PduA
CGBLDEDM_04435	CDS	279	pduA_5		COG4577	Propanediol utilization protein PduA
CGBLDEDM_04436	CDS	1602	adhE_3		COG1012	Aldehyde-alcohol dehydrogenase
CGBLDEDM_04437	CDS	267				hypothetical protein
CGBLDEDM_04438	CDS	1182	adhE_4		COG1012	Aldehyde-alcohol dehydrogenase
CGBLDEDM_04439	CDS	3387	cutC_2	4.3.99.4		Choline trimethylamine-lyase
CGBLDEDM_04440	CDS	948	cutD_2	1.97.1.-	COG1180	Choline trimethylamine-lyase activating enzyme
CGBLDEDM_04441	CDS	399				hypothetical protein
CGBLDEDM_04442	CDS	621	pduL_2	2.3.1.222	COG4869	Phosphate propanoyltransferase
CGBLDEDM_04443	CDS	669				hypothetical protein
CGBLDEDM_04444	CDS	414	mdtJ_2			Spermidine export protein MdtJ
CGBLDEDM_04445	CDS	330	qacC			Quaternary ammonium compound-resistance protein QacC
CGBLDEDM_04446	CDS	1008	trpS2	6.1.1.2	COG0180	Tryptophan--tRNA ligase 2
CGBLDEDM_04447	CDS	1068				hypothetical protein
CGBLDEDM_04448	CDS	2745	rbbA		COG0842	Ribosome-associated ATPase
CGBLDEDM_04449	CDS	1125	yhhJ		COG0842	Inner membrane transport permease YhhJ
CGBLDEDM_04450	CDS	318				hypothetical protein
CGBLDEDM_04451	rRNA	111				5S ribosomal RNA
CGBLDEDM_04452	rRNA	2899				23S ribosomal RNA
CGBLDEDM_04453	misc_RNA	106				StyR-44
CGBLDEDM_04454	tRNA	76				tRNA-Glu(ttc)
CGBLDEDM_04455	rRNA	1536				16S ribosomal RNA
CGBLDEDM_04456	CDS	1122	roxA_2	1.14.11.47	COG2850	50S ribosomal protein L16 3-hydroxylase
CGBLDEDM_04457	CDS	534				hypothetical protein
CGBLDEDM_04458	CDS	267				hypothetical protein
CGBLDEDM_04459	CDS	1434	cusS	2.7.13.3	COG0642	Sensor histidine kinase CusS
CGBLDEDM_04460	CDS	684	cusR		COG0745	Transcriptional regulatory protein CusR
CGBLDEDM_04461	CDS	1494	cusC_2		COG1538	Cation efflux system protein CusC
CGBLDEDM_04462	CDS	345	cusF		COG5569	Cation efflux system protein CusF
CGBLDEDM_04463	CDS	1263	cusB			Cation efflux system protein CusB
CGBLDEDM_04464	CDS	3150	cusA		COG3696	Cation efflux system protein CusA
CGBLDEDM_04465	CDS	348				hypothetical protein
CGBLDEDM_04466	CDS	534	blc_1		COG3040	Outer membrane lipoprotein Blc
CGBLDEDM_04467	CDS	729	mlrA		COG0789	HTH-type transcriptional regulator MlrA
CGBLDEDM_04468	CDS	435				hypothetical protein
CGBLDEDM_04469	CDS	720				hypothetical protein
CGBLDEDM_04470	CDS	1260				hypothetical protein
CGBLDEDM_04471	CDS	723				hypothetical protein
CGBLDEDM_04472	CDS	1221	ufaA1	2.1.1.-	COG2230	Tuberculostearic acid methyltransferase UfaA1
CGBLDEDM_04473	CDS	486				hypothetical protein
CGBLDEDM_04474	CDS	525				hypothetical protein
CGBLDEDM_04475	CDS	552				hypothetical protein
CGBLDEDM_04476	CDS	960				hypothetical protein
CGBLDEDM_04477	CDS	522				IS3 family transposase ISKpn1
CGBLDEDM_04478	CDS	786				IS3 family transposase ISKpn1
CGBLDEDM_04479	CDS	1383	lamB_3			Maltoporin
CGBLDEDM_04480	CDS	1320	xylA_2	5.3.1.5		Xylose isomerase
CGBLDEDM_04481	CDS	1455	uidB		COG2211	Glucuronide carrier protein
CGBLDEDM_04482	CDS	1680	xynB	3.2.1.37		Beta-xylosidase
CGBLDEDM_04483	CDS	870				hypothetical protein
CGBLDEDM_04484	CDS	2034				hypothetical protein
CGBLDEDM_04485	CDS	342	ykfI			Toxin YkfI
CGBLDEDM_04486	CDS	342	yfjZ			Antitoxin YfjZ
CGBLDEDM_04487	CDS	543				hypothetical protein
CGBLDEDM_04488	CDS	441	klcA_1			Antirestriction protein KlcA
CGBLDEDM_04489	CDS	822				hypothetical protein
CGBLDEDM_04490	CDS	474				hypothetical protein
CGBLDEDM_04491	CDS	261				hypothetical protein
CGBLDEDM_04492	CDS	141				hypothetical protein
CGBLDEDM_04493	CDS	717				hypothetical protein
CGBLDEDM_04494	CDS	240				hypothetical protein
CGBLDEDM_04495	CDS	639	era_2			GTPase Era
CGBLDEDM_04496	CDS	1515				hypothetical protein
CGBLDEDM_04497	CDS	4290				hypothetical protein
CGBLDEDM_04498	CDS	2199	dbpA_2	3.6.4.13		ATP-dependent RNA helicase DbpA
CGBLDEDM_04499	CDS	1317				hypothetical protein
CGBLDEDM_04500	CDS	2310				hypothetical protein
CGBLDEDM_04501	CDS	909				hypothetical protein
CGBLDEDM_04502	CDS	807				hypothetical protein
CGBLDEDM_04503	CDS	798				hypothetical protein
CGBLDEDM_04504	CDS	582				hypothetical protein
CGBLDEDM_04505	CDS	267				hypothetical protein
CGBLDEDM_04506	CDS	147				hypothetical protein
CGBLDEDM_04507	CDS	534				hypothetical protein
CGBLDEDM_04508	CDS	504				hypothetical protein
CGBLDEDM_04509	CDS	99				hypothetical protein
CGBLDEDM_04510	CDS	3063				hypothetical protein
CGBLDEDM_04511	CDS	1203				hypothetical protein
CGBLDEDM_04512	CDS	1491				hypothetical protein
CGBLDEDM_04513	CDS	1500		2.1.1.72	COG0286	putative type I restriction enzymeP M protein
CGBLDEDM_04514	CDS	228				hypothetical protein
CGBLDEDM_04515	CDS	426	intA_2		COG0582	Prophage integrase IntA
CGBLDEDM_04516	CDS	225				hypothetical protein
CGBLDEDM_04517	tRNA	85				tRNA-Leu(caa)
CGBLDEDM_04518	CDS	675	can_2	4.2.1.1	COG0288	Carbonic anhydrase 2
CGBLDEDM_04519	CDS	1470	dauA_2		COG0659	C4-dicarboxylic acid transporter DauA
CGBLDEDM_04520	CDS	1020	ahr	1.1.1.2	COG1064	Aldehyde reductase Ahr
CGBLDEDM_04521	CDS	873	ugpA_2		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
CGBLDEDM_04522	CDS	888	ngcG		COG0395	Diacetylchitobiose uptake system permease protein NgcG
CGBLDEDM_04523	CDS	825	cpdA_2	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
CGBLDEDM_04524	CDS	1071	ugpC_2	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
CGBLDEDM_04525	CDS	1311	ugpB_2		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
CGBLDEDM_04526	CDS	900	iolE_4	4.2.1.44	COG1082	Inosose dehydratase
CGBLDEDM_04527	CDS	885				hypothetical protein
CGBLDEDM_04528	CDS	1014	iolG_6	1.1.1.18	COG0673	Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
CGBLDEDM_04529	CDS	1941	iolD	3.7.1.22	COG3962	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase
CGBLDEDM_04530	CDS	1914	iolC	2.7.1.92		5-dehydro-2-deoxygluconokinase
CGBLDEDM_04531	CDS	858	hexR_3		COG1737	HTH-type transcriptional regulator HexR
CGBLDEDM_04532	CDS	810	iolB	5.3.1.30	COG3718	5-deoxy-glucuronate isomerase
CGBLDEDM_04533	CDS	1506	bauC	1.2.1.-	COG1012	Putative 3-oxopropanoate dehydrogenase
CGBLDEDM_04534	CDS	822	iolI	5.3.99.11	COG1082	Inosose isomerase
CGBLDEDM_04535	CDS	1503				hypothetical protein
CGBLDEDM_04536	CDS	1083	lptG		COG0795	Lipopolysaccharide export system permease protein LptG
CGBLDEDM_04537	CDS	1098	lptF		COG0795	Lipopolysaccharide export system permease protein LptF
CGBLDEDM_04538	CDS	1512	pepA	3.4.11.1	COG0260	Cytosol aminopeptidase
CGBLDEDM_04539	misc_RNA	195				Ysr276
CGBLDEDM_04540	CDS	444	holC	2.7.7.7	COG2927	DNA polymerase III subunit chi
CGBLDEDM_04541	CDS	2856	valS	6.1.1.9	COG0525	Valine--tRNA ligase
CGBLDEDM_04542	CDS	504				hypothetical protein
CGBLDEDM_04543	CDS	765				hypothetical protein
CGBLDEDM_04544	CDS	423	rraB		COG3076	Regulator of ribonuclease activity B
CGBLDEDM_04545	CDS	1005	argI	2.1.3.3	COG0078	Ornithine carbamoyltransferase subunit I
CGBLDEDM_04546	CDS	726	yurK		COG2188	putative HTH-type transcriptional regulator YurK
CGBLDEDM_04547	CDS	1419				hypothetical protein
CGBLDEDM_04548	CDS	1566	ade	3.5.4.2		Adenine deaminase
CGBLDEDM_04549	CDS	834	frlD	2.7.1.-	COG0524	Fructosamine kinase FrlD
CGBLDEDM_04550	CDS	975	frlB_3	3.5.-.-	COG2222	Fructosamine deglycase FrlB
CGBLDEDM_04551	CDS	453	tabA		COG2731	Toxin-antitoxin biofilm protein TabA
CGBLDEDM_04552	CDS	936	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase catalytic subunit
CGBLDEDM_04553	CDS	462	pyrI		COG1781	Aspartate carbamoyltransferase regulatory chain
CGBLDEDM_04554	CDS	387	ridA_1	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
CGBLDEDM_04555	CDS	2709	mgtA	7.2.2.14	COG0474	Magnesium-transporting ATPase, P-type 1
CGBLDEDM_04556	misc_RNA	117				Mg_sensor
CGBLDEDM_04557	CDS	948	treR		COG1609	HTH-type transcriptional regulator TreR
CGBLDEDM_04558	CDS	1419	treB		COG1263	PTS system trehalose-specific EIIBC component
CGBLDEDM_04559	CDS	1656	treC	3.2.1.93	COG0366	Trehalose-6-phosphate hydrolase
CGBLDEDM_04560	CDS	1353	licC_7		COG1455	Lichenan permease IIC component
CGBLDEDM_04561	CDS	1308	licH_2	3.2.1.86	COG1486	putative 6-phospho-beta-glucosidase
CGBLDEDM_04562	CDS	309	celA_3	2.7.1.205		PTS system cellobiose-specific EIIB component
CGBLDEDM_04563	CDS	744	hexR_4		COG1737	HTH-type transcriptional regulator HexR
CGBLDEDM_04564	CDS	2139	nrdD	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
CGBLDEDM_04565	CDS	465	nrdG	1.97.1.-	COG0602	Anaerobic ribonucleoside-triphosphate reductase-activating protein
CGBLDEDM_04566	CDS	285	relE	3.1.-.-	COG2026	mRNA interferase toxin RelE
CGBLDEDM_04567	CDS	243	relB		COG3077	Antitoxin RelB
CGBLDEDM_04568	CDS	1911	licR		COG1762	putative licABCH operon regulator
CGBLDEDM_04569	CDS	1155	pgl_2	3.1.1.31	COG2706	6-phosphogluconolactonase
CGBLDEDM_04570	CDS	741	dgaF	4.1.2.14		2-dehydro-3-deoxy-phosphogluconate aldolase
CGBLDEDM_04571	CDS	1119	dgaE	4.3.1.29		D-glucosaminate-6-phosphate ammonia lyase
CGBLDEDM_04572	CDS	1134		3.1.1.-	COG3964	Deacetylase
CGBLDEDM_04573	CDS	645				hypothetical protein
CGBLDEDM_04574	CDS	777				hypothetical protein
CGBLDEDM_04575	CDS	300				hypothetical protein
CGBLDEDM_04576	CDS	363				hypothetical protein
CGBLDEDM_04577	CDS	339				hypothetical protein
CGBLDEDM_04578	CDS	387	cybC		COG3783	Soluble cytochrome b562
CGBLDEDM_04579	CDS	1341	pmbA	3.4.-.-	COG0312	Metalloprotease PmbA
CGBLDEDM_04580	CDS	552				hypothetical protein
CGBLDEDM_04581	CDS	1209				hypothetical protein
CGBLDEDM_04582	CDS	480				hypothetical protein
CGBLDEDM_04583	CDS	1374	mpl	6.3.2.45	COG0773	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase
CGBLDEDM_04584	CDS	999	fbp	3.1.3.11	COG0158	Fructose-1,6-bisphosphatase class 1
CGBLDEDM_04585	CDS	975	yjfF			Inner membrane ABC transporter permease protein YjfF
CGBLDEDM_04586	CDS	1026	ytfT			Inner membrane ABC transporter permease protein YtfT
CGBLDEDM_04587	CDS	1503	fruK	7.5.2.-	COG1129	Fructose import ATP-binding protein FruK
CGBLDEDM_04588	CDS	957	ytfQ			ABC transporter periplasmic-binding protein YtfQ
CGBLDEDM_04589	CDS	531	ppa_2	3.6.1.1	COG0221	Inorganic pyrophosphatase
CGBLDEDM_04590	CDS	1188				hypothetical protein
CGBLDEDM_04591	CDS	96				hypothetical protein
CGBLDEDM_04592	CDS	1167				hypothetical protein
CGBLDEDM_04593	CDS	345	ytfP		COG2105	Gamma-glutamylcyclotransferase family protein ytfP
CGBLDEDM_04594	CDS	3777	tamB		COG2911	Translocation and assembly module subunit TamB
CGBLDEDM_04595	CDS	1734	tamA		COG0729	Translocation and assembly module subunit TamA
CGBLDEDM_04596	CDS	639	msrA	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
CGBLDEDM_04597	misc_RNA	58				STnc450
CGBLDEDM_04598	CDS	1338				hypothetical protein
CGBLDEDM_04599	CDS	1233	rafB_2			Raffinose permease
CGBLDEDM_04600	CDS	2010	bgaA	3.2.1.23	COG1874	Beta-galactosidase BgaA
CGBLDEDM_04601	CDS	873	araC_2			Arabinose operon regulatory protein
CGBLDEDM_04602	CDS	207				hypothetical protein
CGBLDEDM_04603	CDS	558	ytfJ		COG3054	putative protein YtfJ
CGBLDEDM_04604	CDS	744	cysQ	3.1.3.7	COG1218	3'(2'),5'-bisphosphate nucleotidase CysQ
CGBLDEDM_04605	CDS	1944	cpdB	3.1.3.6	COG0737	2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase
CGBLDEDM_04606	CDS	372				hypothetical protein
CGBLDEDM_04607	CDS	849	qorB	1.6.5.2	COG0702	Quinone oxidoreductase 2
CGBLDEDM_04608	CDS	825	rhaS_11			HTH-type transcriptional activator RhaS
CGBLDEDM_04609	CDS	972	ytfF			Inner membrane protein YtfF
CGBLDEDM_04610	CDS	663	ytfE		COG2846	Iron-sulfur cluster repair protein YtfE
CGBLDEDM_04611	CDS	1404	cycA_2		COG1113	D-serine/D-alanine/glycine transporter
CGBLDEDM_04612	CDS	621	fklB	5.2.1.8	COG0545	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase
CGBLDEDM_04613	CDS	675				hypothetical protein
CGBLDEDM_04614	CDS	450	rplI		COG0359	50S ribosomal protein L9
CGBLDEDM_04615	CDS	228	rpsR		COG0238	30S ribosomal protein S18
CGBLDEDM_04616	CDS	315	priB		COG2965	Primosomal replication protein N
CGBLDEDM_04617	CDS	396	rpsF		COG0360	30S ribosomal protein S6
CGBLDEDM_04618	misc_RNA	85				RpsF_leader
CGBLDEDM_04619	CDS	276				hypothetical protein
CGBLDEDM_04620	CDS	1194	yfcJ_2			putative MFS-type transporter YfcJ
CGBLDEDM_04621	CDS	687	ulaF	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase UlaF
CGBLDEDM_04622	CDS	855	ulaE	5.1.3.22	COG3623	L-ribulose-5-phosphate 3-epimerase UlaE
CGBLDEDM_04623	CDS	651	ulaD	4.1.1.85	COG0269	3-keto-L-gulonate-6-phosphate decarboxylase UlaD
CGBLDEDM_04624	CDS	468	ulaC_2		COG1762	Ascorbate-specific PTS system EIIA component
CGBLDEDM_04625	CDS	306	ulaB_2	2.7.1.194	COG3414	Ascorbate-specific PTS system EIIB component
CGBLDEDM_04626	CDS	1401	ulaA_3		COG3037	Ascorbate-specific PTS system EIIC component
CGBLDEDM_04627	CDS	1065	ulaG	3.1.1.-	COG2220	putative L-ascorbate-6-phosphate lactonase UlaG
CGBLDEDM_04628	CDS	756	ulaR		COG1349	HTH-type transcriptional regulator UlaR
CGBLDEDM_04629	CDS	717				hypothetical protein
CGBLDEDM_04630	CDS	309	bsmA			Lipoprotein BsmA
CGBLDEDM_04631	CDS	276				hypothetical protein
CGBLDEDM_04632	CDS	1638	aidB	1.3.99.-	COG1960	Putative acyl-CoA dehydrogenase AidB
CGBLDEDM_04633	CDS	732	rlmB	2.1.1.185	COG0566	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
CGBLDEDM_04634	CDS	2433	rnr	3.1.13.1	COG0557	Ribonuclease R
CGBLDEDM_04635	CDS	426	nsrR		COG1959	HTH-type transcriptional repressor NsrR
CGBLDEDM_04636	CDS	1299	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
CGBLDEDM_04637	CDS	198				hypothetical protein
CGBLDEDM_04638	CDS	294				hypothetical protein
CGBLDEDM_04639	CDS	1005	hflC		COG0330	Modulator of FtsH protease HflC
CGBLDEDM_04640	CDS	1263	hflK		COG0330	Modulator of FtsH protease HflK
CGBLDEDM_04641	CDS	1281	hflX		COG2262	GTPase HflX
CGBLDEDM_04642	CDS	309	hfq		COG1923	RNA-binding protein Hfq
CGBLDEDM_04643	CDS	951	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
CGBLDEDM_04644	CDS	1860	mutL		COG0323	DNA mismatch repair protein MutL
CGBLDEDM_04645	CDS	1356	amiB	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiB
CGBLDEDM_04646	CDS	462	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
CGBLDEDM_04647	CDS	1512	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
CGBLDEDM_04648	CDS	1140	queG	1.17.99.6		Epoxyqueuosine reductase
CGBLDEDM_04649	tRNA	76				tRNA-Gly(gcc)
CGBLDEDM_04650	tRNA	76				tRNA-Gly(gcc)
CGBLDEDM_04651	tRNA	76				tRNA-Gly(gcc)
CGBLDEDM_04652	CDS	732	artJ_2		COG0834	ABC transporter arginine-binding protein 1
CGBLDEDM_04653	CDS	546	orn	3.1.-.-	COG1949	Oligoribonuclease
CGBLDEDM_04654	CDS	1062	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
CGBLDEDM_04655	CDS	963	psd	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
CGBLDEDM_04656	CDS	3330	mscM		COG3264	Miniconductance mechanosensitive channel MscM
CGBLDEDM_04657	CDS	1503	yjeM			Inner membrane transporter YjeM
CGBLDEDM_04658	CDS	978	epmA	6.3.1.-	COG2269	Elongation factor P--(R)-beta-lysine ligase
CGBLDEDM_04659	CDS	1791	frdA	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
CGBLDEDM_04660	CDS	735	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
CGBLDEDM_04661	CDS	396	frdC		COG3029	Fumarate reductase subunit C
CGBLDEDM_04662	CDS	360	frdD		COG3080	Fumarate reductase subunit D
CGBLDEDM_04663	CDS	534	blc_2		COG3040	Outer membrane lipoprotein Blc
CGBLDEDM_04664	CDS	318	gdx		COG2076	Guanidinium exporter
CGBLDEDM_04665	misc_RNA	45				mini-ykkC
CGBLDEDM_04666	CDS	192				hypothetical protein
CGBLDEDM_04667	CDS	132				hypothetical protein
CGBLDEDM_04668	CDS	567	efp		COG0231	Elongation factor P
CGBLDEDM_04669	CDS	1029	epmB	5.4.3.-	COG1509	L-lysine 2,3-aminomutase
CGBLDEDM_04670	CDS	675				hypothetical protein
CGBLDEDM_04671	CDS	564				hypothetical protein
CGBLDEDM_04672	CDS	687	fimC_2			Chaperone protein FimC
CGBLDEDM_04673	CDS	2544	elfC		COG3188	putative outer membrane usher protein ElfC
CGBLDEDM_04674	CDS	1035				hypothetical protein
CGBLDEDM_04675	CDS	366				hypothetical protein
CGBLDEDM_04676	CDS	369				hypothetical protein
CGBLDEDM_04677	CDS	1287	cvaA		COG0845	Colicin V secretion protein CvaA
CGBLDEDM_04678	CDS	2124	hlyB		COG2274	Alpha-hemolysin translocation ATP-binding protein HlyB
CGBLDEDM_04679	CDS	864				hypothetical protein
CGBLDEDM_04680	CDS	354				hypothetical protein
CGBLDEDM_04681	CDS	1647	groL			60 kDa chaperonin
CGBLDEDM_04682	CDS	294	groS		COG0234	10 kDa chaperonin
CGBLDEDM_04683	CDS	1251	yjeH		COG0531	L-methionine/branched-chain amino acid exporter YjeH
CGBLDEDM_04684	CDS	477				hypothetical protein
CGBLDEDM_04685	CDS	1437	aspA	4.3.1.1	COG1027	Aspartate ammonia-lyase
CGBLDEDM_04686	CDS	1302	dcuA		COG2704	Anaerobic C4-dicarboxylate transporter DcuA
CGBLDEDM_04687	CDS	324	cutA		COG1324	Divalent-cation tolerance protein CutA
CGBLDEDM_04688	CDS	1797	dsbD_2	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
CGBLDEDM_04689	CDS	591				hypothetical protein
CGBLDEDM_04690	CDS	2088				hypothetical protein
CGBLDEDM_04691	tRNA	76				tRNA-Phe(gaa)
CGBLDEDM_04692	CDS	786				IS3 family transposase ISKpn1
CGBLDEDM_04693	CDS	522				IS3 family transposase ISKpn1
CGBLDEDM_04694	CDS	291				hypothetical protein
CGBLDEDM_04695	CDS	567				hypothetical protein
CGBLDEDM_04696	CDS	2490	pgaA			Poly-beta-1,6-N-acetyl-D-glucosamine export protein
CGBLDEDM_04697	CDS	2016	pgaB	3.5.1.-	COG0726	Poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase
